,par1,par1_type,par2,par2_type,alkalinity,dic,opt_k_bisulfate,opt_k_carbonic,opt_k_fluoride,opt_total_borate,opt_gas_constant,opt_pH_scale,buffers_mode,salinity,temperature,pressure,total_ammonia,total_borate,total_calcium,total_fluoride,total_phosphate,total_silicate,total_sulfate,total_sulfide,peng_correction,gas_constant,total_alpha,total_beta,pressure_atmosphere,pressure_atmosphere_out,pH,pCO2,fCO2,bicarbonate,carbonate,aqueous_CO2,xCO2,alkalinity_borate,hydroxide,alkalinity_phosphate,alkalinity_silicate,alkalinity_ammonia,alkalinity_sulfide,hydrogen_free,revelle_factor,saturation_calcite,saturation_aragonite,pH_total,pH_sws,pH_free,pH_nbs,gamma_dic,beta_dic,omega_dic,gamma_alk,beta_alk,omega_alk,isocapnic_quotient,isocapnic_quotient_approx,psi,substrate_inhibitor_ratio,alkalinity_alpha,alkalinity_beta,HCO3,CO3,CO2,BOH4,BOH3,OH,Hfree,H3PO4,H2PO4,HPO4,PO4,H3SiO4,H4SiO4,NH3,NH4,HS,H2S,HSO4,SO4,HF,F,alpha,alphaH,beta,betaH,k_CO2,k_carbonic_1,k_carbonic_2,k_water,k_borate,k_bisulfate,k_fluoride,k_phosphoric_1,k_phosphoric_2,k_phosphoric_3,k_silicate,k_ammonia,k_sulfide,k_calcite,k_aragonite,fugacity_factor,vp_factor,fH,k_alpha,k_beta,datetime,longitude,latitude,oxygen,total_nitrate,distance_to_shore,datenum,dayofyear,month,year
0,2368.5,1,2100.5,2,2368.5,2100.5,1,4,1,1,3,1,auto,32.877,19.0,0.0,0.0,390.48482571428576,9660.73708728104,64.18138946955574,0.44005,6.0717,26522.753371029783,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.094943111771803,366.5877791960357,365.3289003823358,1893.3190994668655,194.86439118082842,12.31650935230584,374.5595817370561,80.5627167786514,4.171413056592182,0.4935991785427698,0.2325920070231494,0.0,0.0,0.006585772715194799,10.554572718149057,4.727710043715793,3.052436915311335,8.094943111771803,8.086035238302825,8.181393261513572,8.221423091485127,0.00019901326714894834,0.00023894819257504196,-0.00029893359440811375,-0.00023894819257504223,-0.00025971443224242043,0.00028443367264314074,1.2006646390876292,1.227584972042468,0.6657440678187843,0.28748624973020537,0.0,0.0,1893.3190994668655,194.86439118082842,12.31650935230592,80.5627167786514,309.92210893563436,4.171413056592182,0.006585772715194799,1.060909327229803e-09,0.0032066265870481342,0.38008756510040576,0.05675580725163667,0.2325920070231494,5.839107992976851,0.0,0.0,0.0,0.0,0.00145054103502634,26522.751920488747,0.00016653558202339556,64.18122293397371,0.0,0.0,0.0,0.0,0.03371348212368666,1.2353586578450125e-06,8.27114352870924e-10,3.352278443546499e-14,2.0889999658882248e-09,0.12041907930351205,0.0025380939117684697,0.024289971749981345,9.525596052232936e-07,1.2000063159214917e-09,3.201143676279959e-10,3.551960990461157e-10,2.490401267263922e-07,3.981914359095239e-07,6.167313864630875e-07,0.9965659553178211,0.9787168639391084,0.7321703653802087,1e-07,1e-07,2001-09-05 15:36:00,3.0004,51.5,252.23,0.87033,20.835638768033863,11570.65,248,9,2001
1,2369.4,1,2109.3,2,2369.3999999999996,2109.3,1,4,1,1,3,1,auto,32.882,19.0,0.0,0.0,390.54421142857143,9662.206311524018,64.19115030379693,0.43026999999999993,6.0678,26526.787004477326,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.080289291358355,381.84350473858495,380.5322370817129,1906.7160919894877,189.75519069814248,12.828717312369976,390.147034573535,78.44274232225425,4.0333625242365905,0.48088353415487267,0.22502259131837762,0.0,0.0,0.0068117030382651034,10.727528968791257,4.603591804834143,2.9723335309204484,8.080289291358355,8.07138100002023,8.166744293717953,8.206763045545932,0.00019662496425191842,0.00023502643690094904,-0.0002920682907813004,-0.00023502643690094844,-0.00025474027496727783,0.000278064077461225,1.1953031386178927,1.219429996422412,0.6732157185770997,0.2799176771621441,0.0,0.0,1906.7160919894877,189.75519069814248,12.828717312369896,78.44274232225425,312.10146910631715,4.0333625242365905,0.0068117030382651034,1.1141233365131443e-09,0.003255862304942454,0.3731447378928724,0.053869398688061766,0.22502259131837762,5.842777408681623,0.0,0.0,0.0,0.0,0.00150039590486857,26526.785504081425,0.0001722587942656713,64.19097804500267,0.0,0.0,0.0,0.0,0.03371256377843988,1.235416806605678e-06,8.272148867815677e-10,3.3525708717272056e-14,2.0891405736646036e-09,0.12042993774325603,0.002538331247715524,0.02429089223183097,9.526250567887191e-07,1.1999841643283385e-09,3.2012345015847647e-10,3.55187871916448e-10,2.4904345722581984e-07,3.982659364548267e-07,6.168398607138367e-07,0.9965659553178211,0.9787169218291598,0.732180156484315,1e-07,1e-07,2001-09-05 15:36:00,3.0004,51.5,254.12,1.1148,20.835638768033863,11570.65,248,9,2001
2,2370.3,1,2108.3,2,2370.3,2108.3,1,4,1,1,3,1,auto,32.93,19.0,0.0,0.0,391.11431428571433,9676.310864256611,64.2848543125124,0.44003,6.073499999999999,26565.509885573825,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.083018305456715,378.9603161812854,377.6589495227462,1904.6086519350954,190.96282564647,12.728522418434512,387.2009286314896,78.99316856978012,4.062184730048635,0.492114654357874,0.22666010659421673,0.0,0.0,0.0067683103536840435,10.686715754344968,4.63133222569172,2.990564864132691,8.083018305456715,8.074106005723461,8.169519735400156,8.209432256767224,0.00019728231277629094,0.00023604845658885078,-0.00029377561763921584,-0.00023604845658885102,-0.00025600383873947813,0.0002796448297677873,1.1965008584247436,1.2212105205331711,0.6715407982515829,0.281400903978702,0.0,0.0,1904.6086519350954,190.96282564647,12.728522418434567,78.99316856978012,312.12114571593423,4.062184730048635,0.0067683103536840435,1.123214990738097e-09,0.0033043224431555124,0.3813366973861697,0.055388979047459666,0.22666010659421673,5.846839893405782,0.0,0.0,0.0,0.0,0.0014917208917250861,26565.50839385293,0.0001712575712488305,64.28468305494115,0.0,0.0,0.0,0.0,0.03370374893675752,1.2359743431031494e-06,8.281800678289716e-10,3.355377313509011e-14,2.0904897221249743e-09,0.12053434828888333,0.002540609928841476,0.02429971744253398,9.532523298074828e-07,1.1997657329045712e-09,3.2021050955294183e-10,3.551088645864661e-10,2.490752874994737e-07,3.9898145380751544e-07,6.178818211348086e-07,0.9965659553178211,0.9787174775656412,0.732274226840875,1e-07,1e-07,2001-09-05 15:36:00,3.0004,51.5,251.91,1.2028,20.835638768033863,11570.65,248,9,2001
3,2370.9,1,2116.5,2,2370.9,2116.5,1,4,1,1,3,1,auto,32.052,19.0,0.0,0.0,380.68618285714285,9418.315087189581,62.57085181975851,0.44032,6.0324,25857.203852183786,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.080374867446267,385.07708661546343,383.7547146939427,1916.574915520274,186.92909590970336,12.99598857002252,393.4547976814557,75.78503045343778,3.9754635147152686,0.49216697285463346,0.2227130331662271,0.0,0.0,0.006823657848656242,10.891675785923413,4.561249082246861,2.9391978658720608,8.080374867446267,8.07153683697312,8.165982757656172,8.207871896957771,0.00019432271411672027,0.00023155157497166835,-0.00028642578670164457,-0.00023155157497166837,-0.00025058038902516205,0.0002730167982248702,1.1915826516944716,1.2146740853712807,0.6784400118245519,0.2808720715528991,0.0,0.0,1916.574915520274,186.92909590970336,12.995988570022467,75.78503045343778,304.9011524037051,3.9754635147152686,0.006823657848656242,1.1602605044930249e-09,0.003369594332636554,0.38173383499931174,0.05521656950779114,0.2227130331662271,5.809686966833772,0.0,0.0,0.0,0.0,0.0014868033874775215,25857.2023653804,0.0001708526185287711,62.570680967139985,0.0,0.0,0.0,0.0,0.033865352196095086,1.2255798487057327e-06,8.105433337691163e-10,3.303793577457571e-14,2.0656155589324463e-09,0.11867117290078698,0.0024990013144299073,0.024134996634381997,9.414736486796648e-07,1.2020814586901553e-09,3.1857965128172555e-10,3.565463156867037e-10,2.4845179974000096e-07,3.859813600387333e-07,5.989923797521232e-07,0.9965659553178211,0.9787073099238837,0.73057522420174,1e-07,1e-07,2001-09-05 15:36:00,3.0004,51.5,253.54,1.3699,20.835638768033863,11570.65,248,9,2001
4,2345.4,1,2076.7,2,2345.4,2076.7,1,4,1,1,3,1,auto,33.765,18.7,0.0,0.0,401.0317285714286,9921.671312834025,65.91491363079203,0.05863499999999999,1.0105,27239.126671314916,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.093643543542628,361.3547700142604,360.1092110266633,1870.6058537657818,193.9091157364429,12.185030497775156,369.0598885699607,82.77453100355731,4.10566989506674,0.06561729499068145,0.038324797687154126,0.0,0.0,0.0066069049588335866,10.44491251179843,4.673667321703208,3.02091877634291,8.093643543542628,8.08469355211463,8.180001940527992,8.218377911900882,0.00019882406843084498,0.00023911540550719575,-0.00029988695294174756,-0.00023911540550719627,-0.0002600394813642139,0.00028497670431715103,1.202648187386654,1.22937064956001,0.662996727535079,0.28312891821831576,0.0,0.0,1870.6058537657818,193.9091157364429,12.185030497775156,82.77453100355731,318.2571975678713,4.10566989506674,0.0066069049588335866,1.4072280752767434e-10,0.00042714540838896254,0.0507984137703722,0.007409440680516032,0.038324797687154126,0.9721752023128457,0.0,0.0,0.0,0.0,0.0014534924044224849,27239.12521782251,0.00016783260655192707,65.91474579818548,0.0,0.0,0.0,0.0,0.033837041999108704,1.2374057364255716e-06,8.355499033033845e-10,3.309333111502755e-14,2.0964038612935315e-09,0.12381647879847466,0.0025948024631289182,0.024466266820019403,9.58585522191358e-07,1.1756870395416906e-09,3.177545574731554e-10,3.452473702901302e-10,2.4682902643803404e-07,4.1164729504070855e-07,6.368600592526798e-07,0.9965530855243783,0.9791223083452493,0.7350478983935314,1e-07,1e-07,2001-09-05 19:39:00,3.499,51.983,249.15,0.12704,31.150689166216434,11570.81875,248,9,2001
5,2343.4,1,2075.7,2,2343.3999999999996,2075.7,1,4,1,1,3,1,auto,33.766,18.7,0.0,0.0,401.0436057142857,9921.965157682622,65.91686579764026,0.05863499999999999,1.0105,27239.933398004425,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.092104377055682,362.5732534558504,361.3234944600402,1870.2799067994372,193.19404169100034,12.226051509562188,370.3043492726609,82.54526603802894,4.091214235466447,0.06559245546862673,0.03819453420861907,0.0,0.0,0.006630348912395636,10.46018121752148,4.656399342728171,3.0097631516724213,8.092104377055682,8.083154304050165,8.178463616883164,8.216837458013115,0.00019843824469532783,0.0002385438437481299,-0.0002989669088403187,-0.00023854384374812974,-0.00025934106876776363,0.00028411102659990184,1.2021061973934424,1.2284943844410083,0.6637465178506285,0.28207865551432676,0.0,0.0,1870.2799067994372,193.19404169100034,12.22605150956216,82.54526603802894,318.49833967625676,4.091214235466447,0.006630348912395636,1.4178084299915398e-10,0.00042883749869518866,0.05081986910864034,0.007386293250883618,0.03819453420861907,0.9723054657913808,0.0,0.0,0.0,0.0,0.0014586656776985607,27239.93193933875,0.00016843002050326208,65.91669736761976,0.0,0.0,0.0,0.0,0.03383685726784162,1.2374168052470163e-06,8.355698157087133e-10,3.3093891961453076e-14,2.0964312355634963e-09,0.12381881322709073,0.0025948503799632637,0.02446644231930537,9.585977623383869e-07,1.1756786370765263e-09,3.177562590448596e-10,3.452457351480525e-10,2.46829588579848e-07,4.1166240462676977e-07,6.368821909673701e-07,0.9965530855243783,0.9791223197027105,0.735049939264765,1e-07,1e-07,2001-09-05 19:39:00,3.499,51.983,248.5,0.019545,31.150689166216434,11570.81875,248,9,2001
6,2346.4,1,2074.7,2,2346.3999999999996,2074.7,1,4,1,1,3,1,auto,33.768,18.7,0.0,0.0,401.06736000000006,9922.552847379813,65.92077013133675,0.068407,1.0154,27241.54685138345,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.098871279776837,356.3033014670418,355.07515445950327,1866.8121578366438,195.87334602844504,12.014496134910793,363.9006955834245,83.57806760328846,4.155601019278945,0.07665155473295544,0.038959711725139616,0.0,0.0,0.006527814356697014,10.385643883618334,4.720909511991139,3.051472598175454,8.098871279776837,8.089921043622539,8.18523220489888,8.223601785841794,0.00019976614095853045,0.00024063973424728093,-0.00030254201205062844,-0.00024063973424728134,-0.0002619651040729867,0.00028743768422303644,1.2046072126769243,1.2324126923809129,0.6602922338108232,0.28597813231643776,0.0,0.0,1866.8121578366438,195.87334602844504,12.014496134910848,83.57806760328846,317.48929239671156,4.155601019278945,0.006527814356697014,1.6003009838965566e-10,0.0004916431639190919,0.05917915845911608,0.00873619821693473,0.038959711725139616,0.9764402882748604,0.0,0.0,0.0,0.0,0.001436139152361797,27241.545415244294,0.00016582905063727791,65.92060430228611,0.0,0.0,0.0,0.0,0.03383648780833305,1.237438941221645e-06,8.35609640592813e-10,3.309501363436132e-14,2.0964859824805566e-09,0.12382348254192466,0.002594946214266465,0.024466793291519438,9.586222401573398e-07,1.1756618194408115e-09,3.177596618869748e-10,3.4524246480329584e-10,2.468307125419092e-07,4.1169262457238277e-07,6.369264559421116e-07,0.9965530855243783,0.9791223424176143,0.73505402118856,1e-07,1e-07,2001-09-05 19:39:00,3.499,51.983,248.57,0.0,31.150689166216434,11570.81875,248,9,2001
7,2345.4,1,2074.7,2,2345.4,2074.7,1,4,1,1,3,1,auto,33.769,18.7,0.0,0.0,401.07923714285715,9922.846692228408,65.92272229818498,0.11726999999999999,1.032,27242.353578072958,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.097106421868867,357.88072656016067,356.6471423032344,1867.4790553795642,195.15332382081465,12.067620799620848,365.51175160114866,83.31285306570611,4.138818157126497,0.13134625350195916,0.03944239106740976,0.0,0.0,0.006554382926450855,10.404166183522415,4.703522303443582,3.0402398978198346,8.097106421868867,8.088156104143307,8.183468189443339,8.221835640442167,0.00019941050185124908,0.0002400835607283495,-0.00030159981434797176,-0.00024008356072834994,-0.0002612701744555305,0.0002865580112228146,1.2039664837082682,1.231392998471253,0.6611758110075578,0.2849206517738183,0.0,0.0,1867.4790553795642,195.15332382081465,12.067620799620768,83.31285306570611,317.76638407715103,4.138818157126497,0.006554382926450855,2.7670806559230075e-10,0.0008466587629745266,0.10150042814196754,0.014922912818349846,0.03944239106740976,0.9925576089325903,0.0,0.0,0.0,0.0,0.0014419998302906425,27242.35213607313,0.00016650583863340527,65.92255579234634,0.0,0.0,0.0,0.0,0.03383630308009154,1.2374500083747985e-06,8.35629553071537e-10,3.3095574460844066e-14,2.096513355128634e-09,0.12382581742818281,0.002594994131735344,0.024466968764447997,9.586344778292781e-07,1.1756534042708266e-09,3.1776136315739307e-10,3.4524082960061757e-10,2.4683127436216504e-07,4.11707734931968e-07,6.369485892022545e-07,0.9965530855243783,0.9791223537750569,0.7350560622411213,1e-07,1e-07,2001-09-05 19:39:00,3.499,51.983,247.99,-0.0097725,31.150689166216434,11570.81875,248,9,2001
8,2317.3,1,2098.4,2,2317.3,2098.3999999999996,1,4,1,1,3,1,auto,34.218,18.2,0.0,0.0,406.4120742857143,10054.783029247883,66.79924521304433,0.16607999999999998,1.5728,27604.57386166308,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.0033620555676,454.936109455784,453.35816014910375,1922.3050221349731,160.57289371871624,15.52208414631038,464.3287248705845,70.4241852481527,3.2056708870419333,0.1815154065560635,0.047948023673809334,0.0,0.0,0.008154876826507456,11.539800027075623,3.855959834892725,2.4914332622018898,8.0033620555676,7.994427487073543,8.08858259427694,8.126453449632676,0.00018184023943886046,0.00021285515890332067,-0.0002566255657030668,-0.0002128551589033209,-0.0002275686611529347,0.0002444673389189494,1.170561365076119,1.1817343131552773,0.7085819331393568,0.23572459315222483,0.0,0.0,1922.3050221349731,160.57289371871624,15.522084146310462,70.4241852481527,335.9878890375617,3.2056708870419333,0.008154876826507456,6.191707553838441e-10,0.0015331589146949465,0.14757827375703422,0.016968566709100016,0.047948023673809334,1.5248519763261907,0.0,0.0,0.0,0.0,0.0017680077460422176,27604.572093655333,0.00020625325807510262,66.79903895978626,0.0,0.0,0.0,0.0,0.03423801645305249,1.228882080895511e-06,8.288727801710863e-10,3.1809502552699705e-14,2.0798698170628274e-09,0.12732516912107972,0.00264111190257065,0.02457053887513167,9.551535581749143e-07,1.1409344102688278e-09,3.1201894820824806e-10,3.308172724228991e-10,2.425052469329781e-07,4.1870913491117553e-07,6.48030846828014e-07,0.9965314925021717,0.9797716253341457,0.737860118793635,1e-07,1e-07,2001-09-03 20:51:00,2.5,52.583,233.33,1.5826,50.622502692940486,11568.86875,246,9,2001
9,2317.3,1,2097.4,2,2317.3,2097.4,1,4,1,1,3,1,auto,34.219,18.2,0.0,0.0,406.42395142857146,10055.076874096478,66.80119737989256,0.16607999999999998,1.564,27605.380588352593,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.00538795894379,452.4545055360988,450.8851636912206,1920.7644687547,161.1982021634312,15.437329081869049,461.7958805452059,70.69900454674162,3.220713254274411,0.18159501731432406,0.04789609929804462,0.0,0.0,0.008116910236521974,11.512900898905938,3.8709484096724633,2.501122267831722,8.00538795894379,7.996453309745384,8.09060925679238,8.128478025254045,0.00018217823799728132,0.00021337220760018816,-0.00025745578152989025,-0.00021337220760018767,-0.00022820071874309978,0.00024524420569878243,1.17122774896622,1.182647719627224,0.7076098152261958,0.2366373919120403,0.0,0.0,1920.7644687547,161.1982021634312,15.437329081868995,70.69900454674162,335.7249468818298,3.220713254274411,0.008116910236521974,6.131432981898219e-10,0.0015253434317000045,0.14751429398284605,0.01704036197231067,0.04789609929804462,1.5161039007019554,0.0,0.0,0.0,0.0,0.0017597937123860544,27605.378828558878,0.00020529524188333693,66.80099208465067,0.0,0.0,0.0,0.0,0.03423782888638315,1.2288927785591799e-06,8.288923310729858e-10,3.181003167810407e-14,2.0798965099478535e-09,0.12732764097263755,0.002641160367320399,0.02457070918153784,9.551652409357225e-07,1.1409240945420887e-09,3.1202056681499604e-10,3.308156761038565e-10,2.425057514306009e-07,4.187243391488634e-07,6.480532101793669e-07,0.9965314925021717,0.9797716363383786,0.7378622375176088,1e-07,1e-07,2001-09-03 20:51:00,2.5,52.583,233.23,1.5728,50.622502692940486,11568.86875,246,9,2001
